Gene_name,ORF_name
PIM1,YBL022C
SGA1,YIL099W
SNM1,YDR478W
GNP1,YDR508C
MRPL25,YGR076C
RSC6,YCR052W
RRP40,YOL142W
FIT1,YDR534C
TFB1,YDR311W
SNT2,YGL131C
CCM1,YGR150C
SOL1,YNR034W
AIM34,YMR003W
TPS1,YBR126C
ATP5,YDR298C
IMO32,YGR031W
UBX4,YMR067C
LRG1,YDL240W
SKG1,YKR100C
TPO4,YOR273C
KOG1,YHR186C
RPL20A,YMR242C
ASG7,YJL170C
MPD1,YOR288C
TAF6,YGL112C
TOR1,YJR066W
PAC11,YDR488C
EDS1,YBR033W
ERP2,YAL007C
MYO2,YOR326W
PTH2,YBL057C
SSF2,YDR312W
ELP4,YPL101W
RPC25,YKL144C
ERG27,YLR100W
DIP2,YLR129W
VHS1,YDR247W
SPC29,YPL124W
SLD2,YKL108W
HFI1,YPL254W
THR1,YHR025W
IPK1,YDR315C
MNT3,YIL014W
SUB2,YDL084W
MRPL17,YNL252C
ISN1,YOR155C
MED4,YOR174W
WHI3,YNL197C
LAS17,YOR181W
RPL42A,YNL162W
FZO1,YBR179C
SMF3,YLR034C
SND3,YBR106W
UIP3,YAR027W
SNX4,YJL036W
RPL37A,YLR185W
MRP1,YDR347W
ARC1,YGL105W
NRT1,YOR071C
THP1,YOL072W
RAD30,YDR419W
AUA1,YFL010W-A
GPI19,YDR437W
MCR1,YKL150W
HST2,YPL015C
UTP22,YGR090W
UBC5,YDR059C
GIC1,YHR061C
STE14,YDR410C
VTS1,YOR359W
IDP1,YDL066W
TAD1,YGL243W
RGL1,YPL066W
GAR1,YHR089C
MIP1,YOR330C
PDB1,YBR221C
SRP14,YDL092W
ZPR1,YGR211W
ADF1,YCL058W-A
SAK1,YER129W
LAM1,YHR155W
SCS7,YMR272C
PTC3,YBL056W
SLM3,YDL033C
HEM15,YOR176W
DAD1,YDR016C
DFR1,YOR236W
NOP1,YDL014W
KAE1,YKR038C
TIP41,YPR040W
RSC1,YGR056W
MEI4,YER044C-A
RPL1A,YPL220W
MNL2,YLR057W
YEA6,YEL006W
PRP40,YKL012W
CCR4,YAL021C
SUT1,YGL162W
TAX4,YJL083W
MSH4,YFL003C
MAD1,YGL086W
RPN12,YFR052W
MAK16,YAL025C
AGP1,YCL025C
PCM1,YEL058W
MDJ2,YNL328C
NOG1,YPL093W
PUT3,YKL015W
GEA2,YEL022W
BUD4,YJR092W
FMP16,YDR070C
TPO3,YPR156C
VMA1,YDL185W
VPS62,YGR141W
MRPL3,YMR024W
RPB3,YIL021W
IZH2,YOL002C
CPR1,YDR155C
FAR3,YMR052W
ILV5,YLR355C
PDX3,YBR035C
GUS1,YGL245W
GCG1,YER163C
FLO10,YKR102W
BIT61,YJL058C
YME1,YPR024W
DAS2,YDR020C
SLA1,YBL007C
LSC1,YOR142W
RRP3,YHR065C
PET191,YJR034W
PET8,YNL003C
BMT5,YIL096C
AVT3,YKL146W
SMD1,YGR074W
MPC54,YOR177C
MUM2,YBR057C
CYC7,YEL039C
TMA22,YJR014W
ENT3,YJR125C
MPH1,YIR002C
PAN5,YHR063C
RRN9,YMR270C
FPR1,YNL135C
DED1,YOR204W
CDC60,YPL160W
RFX1,YLR176C
SLX1,YBR228W
RPS14B,YJL191W
YIH1,YCR059C
INN1,YNL152W
OAF3,YKR064W
SCL1,YGL011C
LRE1,YCL051W
SPT6,YGR116W
RPS1B,YML063W
SKG3,YLR187W
THO2,YNL139C
PMD1,YER132C
ORC4,YPR162C
RPL35A,YDL191W
YPS3,YLR121C
DCP1,YOL149W
ASI3,YNL008C
THI3,YDL080C
TEX1,YNL253W
POT1,YIL160C
RTA1,YGR213C
TRS23,YDR246W
CDC28,YBR160W
MDH3,YDL078C
PRE3,YJL001W
CIS3,YJL158C
MAK21,YDR060W
SVS1,YPL163C
ECM11,YDR446W
LCL3,YGL085W
PHO91,YNR013C
AGP2,YBR132C
ATC1,YDR184C
MSS51,YLR203C
STE18,YJR086W
DIE2,YGR227W
CAT8,YMR280C
GRR1,YJR090C
NUC1,YJL208C
MOT2,YER068W
MET28,YIR017C
CCZ1,YBR131W
PAN6,YIL145C
COG2,YGR120C
GAT3,YLR013W
COX8,YLR395C
NDT80,YHR124W
CHS7,YHR142W
IRC5,YFR038W
CUE3,YGL110C
NMA111,YNL123W
GPN3,YLR243W
RPA135,YPR010C
COA1,YIL157C
FAR7,YFR008W
MIG3,YER028C
FIS1,YIL065C
TOD6,YBL054W
OYE3,YPL171C
VMA22,YHR060W
SUI3,YPL237W
ERV25,YML012W
CWC25,YNL245C
PRS4,YBL068W
RAD61,YDR014W
TWF1,YGR080W
SPT23,YKL020C
PRP43,YGL120C
SIP1,YDR422C
RPC82,YPR190C
SHR3,YDL212W
ICS3,YJL077C
NTG1,YAL015C
ADA2,YDR448W
ACF4,YJR083C
COX4,YGL187C
AVL9,YLR114C
MSP1,YGR028W
ITR1,YDR497C
SAS5,YOR213C
UBR1,YGR184C
COG6,YNL041C
ECM12,YHR021W-A
PEX14,YGL153W
SGD1,YLR336C
RDI1,YDL135C
HAP3,YBL021C
TRP4,YDR354W
PHO23,YNL097C
EHT1,YBR177C
TMA7,YLR262C-A
CTK1,YKL139W
RAD1,YPL022W
CAP2,YIL034C
DUG3,YNL191W
SKN7,YHR206W
BUD7,YOR299W
FRM2,YCL026C-A
NOC4,YPR144C
LIF1,YGL090W
BER1,YLR412W
RGC1,YPR115W
GAL2,YLR081W
CBF2,YGR140W
RPL28,YGL103W
MTC7,YEL033W
SFB2,YNL049C
MRPL49,YJL096W
SUP45,YBR143C
MRPL37,YBR268W
MDM35,YKL053C-A
LEU2,YCL018W
SRL2,YLR082C
TIM22,YDL217C
HHT2,YNL031C
CDC3,YLR314C
PMU1,YKL128C
PGK1,YCR012W
TRS20,YBR254C
ATP20,YPR020W
PRS3,YHL011C
FAU1,YER183C
AFT1,YGL071W
QCR2,YPR191W
BUD3,YCL014W
YRO2,YBR054W
TAF13,YML098W
SCT1,YBL011W
RAV1,YJR033C
TIR2,YOR010C
SIT4,YDL047W
CHS1,YNL192W
NTE1,YML059C
PUS2,YGL063W
YFT2,YDR319C
MUP3,YHL036W
CRC1,YOR100C
BRO1,YPL084W
BSP1,YPR171W
KEL1,YHR158C
THI72,YOR192C
CRN1,YLR429W
CDC10,YCR002C
RPL6A,YML073C
YPT31,YER031C
NAB6,YML117W
DET1,YDR051C
RRN10,YBL025W
PST1,YDR055W
ATG41,YPL250C
CYB5,YNL111C
AAC3,YBR085W
ATG4,YNL223W
OMS1,YDR316W
AAD6,YFL056C
GRX5,YPL059W
UTP5,YDR398W
CYC8,YBR112C
REF2,YDR195W
RRP43,YCR035C
RPL22B,YFL034C-A
RML2,YEL050C
SFA1,YDL168W
HGH1,YGR187C
CLB1,YGR108W
RPL33A,YPL143W
EAF5,YEL018W
TAF2,YCR042C
AYT1,YLL063C
AIM36,YMR157C
QDR2,YIL121W
FMP32,YFL046W
MRM2,YGL136C
YBP1,YBR216C
MCM10,YIL150C
GAS5,YOL030W
GND2,YGR256W
ECM7,YLR443W
SNC1,YAL030W
ISM1,YPL040C
RRP14,YKL082C
TPI1,YDR050C
SEC7,YDR170C
COX20,YDR231C
TPO1,YLL028W
ARG4,YHR018C
CCT2,YIL142W
YAR1,YPL239W
LHS1,YKL073W
RAI1,YGL246C
SSK2,YNR031C
CIN8,YEL061C
BMH2,YDR099W
ERV29,YGR284C
PHM6,YDR281C
SPO14,YKR031C
VMA5,YKL080W
GYP8,YFL027C
NHP10,YDL002C
APP1,YNL094W
KAP114,YGL241W
SDH2,YLL041C
TMA19,YKL056C
HIS1,YER055C
TOA2,YKL058W
RAS2,YNL098C
UBX3,YDL091C
MSE1,YOL033W
EPO1,YMR124W
LEU3,YLR451W
NTA1,YJR062C
RIX1,YHR197W
TRE1,YPL176C
ALG5,YPL227C
WIP1,YDR374W-A
DNM1,YLL001W
PFD1,YJL179W
SPT3,YDR392W
NPR3,YHL023C
PUP3,YER094C
DPP1,YDR284C
BIO5,YNR056C
ACF2,YLR144C
ZIP2,YGL249W
ARG80,YMR042W
CCT8,YJL008C
INP1,YMR204C
WHI4,YDL224C
DSC2,YOL073C
TRM9,YML014W
IES1,YFL013C
BUD14,YAR014C
MHP1,YJL042W
PET494,YNR045W
CBP3,YPL215W
MPO1,YGL010W
HSP10,YOR020C
TAD3,YLR316C
DOT5,YIL010W
PBS2,YJL128C
ATG31,YDR022C
SFI1,YLL003W
PMA2,YPL036W
ARO10,YDR380W
TDA7,YNL176C
PRP8,YHR165C
ALG2,YGL065C
UBP1,YDL122W
NSL1,YPL233W
SPT16,YGL207W
AIM11,YER093C-A
PNP1,YLR209C
OLA1,YBR025C
ILS1,YBL076C
DYN2,YDR424C
RPF1,YHR088W
RPS31,YLR167W
MMS4,YBR098W
PAU17,YLL025W
IDP2,YLR174W
HTA2,YBL003C
HNT1,YDL125C
ERP3,YDL018C
FAS2,YPL231W
ATF1,YOR377W
MLS1,YNL117W
HRQ1,YDR291W
YKU70,YMR284W
ADY3,YDL239C
FMT1,YBL013W
PEX27,YOR193W
KTR4,YBR199W
CIC1,YHR052W
MRPL40,YPL173W
SPC105,YGL093W
GPI2,YPL076W
RSM10,YDR041W
DIA3,YDL024C
NBL1,YHR199C-A
RRP42,YDL111C
PSF1,YDR013W
PRB1,YEL060C
UBC12,YLR306W
ADE17,YMR120C
SWR1,YDR334W
GLT1,YDL171C
RRP45,YDR280W
PEX18,YHR160C
SAM50,YNL026W
OAR1,YKL055C
ROM1,YGR070W
FUN26,YAL022C
SMF1,YOL122C
CAR2,YLR438W
IRS4,YKR019C
SWC4,YGR002C
RPB4,YJL140W
YPQ2,YDR352W
AAP1,YHR047C
CBF1,YJR060W
HCH1,YNL281W
AQY2,YLL052C
HUL5,YGL141W
HXT4,YHR092C
MED6,YHR058C
GLN1,YPR035W
HTB1,YDR224C
MON2,YNL297C
VTC2,YFL004W
ALG14,YBR070C
COX26,YDR119W-A
MSS116,YDR194C
RPA49,YNL248C
SNU71,YGR013W
ODC1,YPL134C
RPS7B,YNL096C
NSG1,YHR133C
ATG8,YBL078C
RPB5,YBR154C
TAE1,YBR261C
DON1,YDR273W
RPC19,YNL113W
AYR1,YIL124W
CGR1,YGL029W
CIN2,YPL241C
SHH3,YMR118C
GET4,YOR164C
RGS2,YOR107W
FAR10,YLR238W
SIR3,YLR442C
PCH2,YBR186W
QCR8,YJL166W
THO1,YER063W
YAH1,YPL252C
UGP1,YKL035W
ERG5,YMR015C
ESC8,YOL017W
SFT2,YBL102W
LDB17,YDL146W
RMD6,YEL072W
TSL1,YML100W
RAD50,YNL250W
CDC21,YOR074C
TGL1,YKL140W
ATG19,YOL082W
MTR3,YGR158C
AVT2,YEL064C
TDA1,YMR291W
DPB4,YDR121W
TFB2,YPL122C
EFM5,YGR001C
LSB3,YFR024C-A
PHD1,YKL043W
ZEO1,YOL109W
DYN1,YKR054C
IOC3,YFR013W
CDC13,YDL220C
BCH1,YMR237W
OST1,YJL002C
MET31,YPL038W
TIF3,YPR163C
MTG1,YMR097C
YTA7,YGR270W
SEC39,YLR440C
POL4,YCR014C
TPM1,YNL079C
DAD3,YBR233W-A
TOM22,YNL131W
MED2,YDL005C
PPR1,YLR014C
PPT1,YGR123C
MTR2,YKL186C
MRPL24,YMR193W
BET4,YJL031C
PRP3,YDR473C
NYV1,YLR093C
VAB2,YEL005C
TAL1,YLR354C
PTP1,YDL230W
CHK1,YBR274W
HEF3,YNL014W
GAL10,YBR019C
CRR1,YLR213C
SDS23,YGL056C
ATG2,YNL242W
NOC3,YLR002C
LIA1,YJR070C
WHI2,YOR043W
NPR1,YNL183C
ECM27,YJR106W
HTL1,YCR020W-B
GPG1,YGL121C
KNS1,YLL019C
RRP4,YHR069C
GID8,YMR135C
GPI8,YDR331W
VPS72,YDR485C
NBA1,YOL070C
MNN5,YJL186W
ARO3,YDR035W
EFR3,YMR212C
RDS1,YCR106W
IPL1,YPL209C
CTM1,YHR109W
HEH2,YDR458C
TGL5,YOR081C
PHO86,YJL117W
RAD17,YOR368W
XKS1,YGR194C
SCW10,YMR305C
CRH1,YGR189C
RPE1,YJL121C
SPO71,YDR104C
CRM1,YGR218W
GSP1,YLR293C
SWT1,YOR166C
CCW14,YLR390W-A
MEF1,YLR069C
KAP120,YPL125W
ELF1,YKL160W
HEL2,YDR266C
EFB1,YAL003W
SPB1,YCL054W
SCO1,YBR037C
SPR1,YOR190W
MRH4,YGL064C
TOM71,YHR117W
MRPL33,YMR286W
HSP82,YPL240C
HMRA2,YCR096C
ICL2,YPR006C
SML1,YML058W
DUR12,YBR208C
ABD1,YBR236C
IMH1,YLR309C
SIS2,YKR072C
OCT1,YKL134C
RAD53,YPL153C
CAB3,YKL088W
YSP3,YOR003W
COG7,YGL005C
CEF1,YMR213W
TPS3,YMR261C
XYL2,YLR070C
HYP2,YEL034W
MOD5,YOR274W
GCD14,YJL125C
HIS7,YBR248C
TRM44,YPL030W
ZDS2,YML109W
CYR1,YJL005W
TEN1,YLR010C
TOM40,YMR203W
EKI1,YDR147W
CRP1,YHR146W
TDA9,YML081W
ABP140,YOR239W
KIN1,YDR122W
GPA2,YER020W
PEX12,YMR026C
CWH43,YCR017C
RTT101,YJL047C
HEM12,YDR047W
SCO2,YBR024W
BIL1,YOR304C-A
FCF1,YDR339C
PFK27,YOL136C
VPS52,YDR484W
NFU1,YKL040C
YHC1,YLR298C
ATG29,YPL166W
GCN1,YGL195W
EBS1,YDR206W
LEM3,YNL323W
MKK1,YOR231W
VIP1,YLR410W
SAE2,YGL175C
PEX5,YDR244W
LCP5,YER127W
RRT5,YFR032C
MNN4,YKL201C
MDM38,YOL027C
ACO2,YJL200C
KIN28,YDL108W
MAL11,YGR289C
DIT2,YDR402C
IDH2,YOR136W
KCC4,YCL024W
ASE1,YOR058C
BDH1,YAL060W
CAB4,YGR277C
MHF2,YDL160C-A
ECM32,YER176W
SPO19,YPL130W
PEX1,YKL197C
COG5,YNL051W
APM1,YPL259C
TRZ1,YKR079C
MRPL31,YKL138C
ACB1,YGR037C
MIC12,YBR262C
SEC10,YLR166C
IDH1,YNL037C
RSM25,YIL093C
CAF40,YNL288W
ERG2,YMR202W
DED81,YHR019C
TCP1,YDR212W
FAR11,YNL127W
SGF73,YGL066W
VPS30,YPL120W
FRT1,YOR324C
AUS1,YOR011W
YRB1,YDR002W
PRP46,YPL151C
NOP2,YNL061W
LRS4,YDR439W
CHA1,YCL064C
UTP9,YHR196W
GPD2,YOL059W
SVL3,YPL032C
CSR2,YPR030W
CIR1,YGR207C
ISW2,YOR304W
STE11,YLR362W
MUB1,YMR100W
GCN20,YFR009W
RPS26A,YGL189C
TIF35,YDR429C
EDE1,YBL047C
GDS1,YOR355W
SDS3,YIL084C
MNR2,YKL064W
RPL6B,YLR448W
DDR48,YMR173W
GIS4,YML006C
UFO1,YML088W
NGL3,YML118W
ARO7,YPR060C
DNF1,YER166W
WTM2,YOR229W
HPA2,YPR193C
YTA6,YPL074W
CCH1,YGR217W
CLU1,YMR012W
NUP1,YOR098C
TIP20,YGL145W
PUF2,YPR042C
APE2,YKL157W
BUB1,YGR188C
ENA1,YDR040C
ARE2,YNR019W
YTA12,YMR089C
CTR86,YCR054C
HAL1,YPR005C
PST2,YDR032C
HBN1,YCL026C-B
HHF1,YBR009C
APC5,YOR249C
CTH1,YDR151C
HHF2,YNL030W
NEW1,YPL226W
FCY1,YPR062W
POL5,YEL055C
CHS3,YBR023C
ROT1,YMR200W
LST4,YKL176C
ATG20,YDL113C
YPK2,YMR104C
STB5,YHR178W
RCN1,YKL159C
DIG2,YDR480W
ASF1,YJL115W
LSB1,YGR136W
PRP4,YPR178W
RAD16,YBR114W
GRE2,YOL151W
YRB2,YIL063C
RXT3,YDL076C
TRM82,YDR165W
AOS1,YPR180W
CIR2,YOR356W
SIA1,YOR137C
YBT1,YLL048C
INM1,YHR046C
TED1,YIL039W
MVP1,YMR004W
HMX1,YLR205C
PRM1,YNL279W
LEU5,YHR002W
GLN4,YOR168W
VPH1,YOR270C
RIM9,YMR063W
SCY1,YGL083W
FLX1,YIL134W
ADI1,YMR009W
PET112,YBL080C
CAF16,YFL028C
YNG1,YOR064C
SVF1,YDR346C
CDC24,YAL041W
ENT1,YDL161W
GIN4,YDR507C
PTK1,YKL198C
RMR1,YGL250W
IRC10,YOL015W
LYS20,YDL182W
FBA1,YKL060C
FAF1,YIL019W
TOM7,YNL070W
PDR15,YDR406W
RPS9B,YBR189W
NUP42,YDR192C
PMP2,YEL017C-A
STN1,YDR082W
ORM2,YLR350W
TMA10,YLR327C
BCP1,YDR361C
PDC1,YLR044C
ARP10,YDR106W
TMC1,YOR052C
MF(ALPHA)1,YPL187W
SWI6,YLR182W
KIC1,YHR102W
YIA6,YIL006W
AIM21,YIR003W
APN1,YKL114C
HXT8,YJL214W
PPM2,YOL141W
BRE5,YNR051C
COX5B,YIL111W
CLP1,YOR250C
GUP2,YPL189W
AIR1,YIL079C
TCD1,YHR003C
SMP1,YBR182C
EXG1,YLR300W
TRE2,YOR256C
RPL14B,YHL001W
NAM7,YMR080C
GRX1,YCL035C
GET2,YER083C
SDS22,YKL193C
MES1,YGR264C
RRT14,YIL127C
CUL3,YGR003W
PRY2,YKR013W
CDC42,YLR229C
PSA1,YDL055C
UTR2,YEL040W
BIM1,YER016W
PIC2,YER053C
SEN1,YLR430W
ARO1,YDR127W
CHL1,YPL008W
QCR7,YDR529C
SPC19,YDR201W
TFC8,YPL007C
FAD1,YDL045C
TMN2,YDR107C
MSR1,YHR091C
PRO2,YOR323C
RNY1,YPL123C
APC11,YDL008W
ECM18,YDR125C
ISU2,YOR226C
AIM41,YOR215C
HCM1,YCR065W
NUP53,YMR153W
ALE1,YOR175C
CAT5,YOR125C
SPP1,YPL138C
CDC8,YJR057W
TBS1,YBR150C
RNH70,YGR276C
HCS1,YKL017C
PAU2,YEL049W
SWM2,YNR004W
YFH1,YDL120W
MSN1,YOL116W
CKS1,YBR135W
EEB1,YPL095C
LIP1,YMR298W
SRB5,YGR104C
LPL1,YOR059C
TOP3,YLR234W
KGD2,YDR148C
RPB10,YOR210W
PUN1,YLR414C
RPL36A,YMR194W
GYP1,YOR070C
FMP27,YLR454W
MPC1,YGL080W
SEC62,YPL094C
NCB2,YDR397C
FRA1,YLL029W
RRP36,YOR287C
RIA1,YNL163C
GGA2,YHR108W
TGL4,YKR089C
YHB1,YGR234W
NSE1,YLR007W
PET127,YOR017W
LSO1,YJR005C-A
TGL3,YMR313C
NOP6,YDL213C
BET5,YML077W
GTT1,YIR038C
LEO1,YOR123C
TOS8,YGL096W
KEX2,YNL238W
HUB1,YNR032C-A
RCF2,YNR018W
HXT2,YMR011W
GTR2,YGR163W
STE5,YDR103W
BIO3,YNR058W
MED1,YPR070W
TUB1,YML085C
CLF1,YLR117C
OXA1,YER154W
NET1,YJL076W
NAT1,YDL040C
RPP2B,YDR382W
ANS1,YHR126C
PRE2,YPR103W
TRS31,YDR472W
PLP1,YDR183W
SLS1,YLR139C
EMG1,YLR186W
AHA1,YDR214W
SIP5,YMR140W
HTD2,YHR067W
ARR2,YPR200C
FLR1,YBR008C
CCW12,YLR110C
TAH11,YJR046W
RPN14,YGL004C
DSK2,YMR276W
TUM1,YOR251C
PUS7,YOR243C
TRM7,YBR061C
TRM8,YDL201W
UBP5,YER144C
LNP1,YHR192W
TUF1,YOR187W
TEM1,YML064C
CMR3,YPR013C
APL4,YPR029C
UTR1,YJR049C
CNM67,YNL225C
DNF3,YMR162C
YEH2,YLR020C
MCM2,YBL023C
VOA1,YGR106C
SIM1,YIL123W
UTP15,YMR093W
URE2,YNL229C
DBP3,YGL078C
MFA1,YDR461W
DIB1,YPR082C
SYC1,YOR179C
SKN1,YGR143W
ARP6,YLR085C
FES1,YBR101C
QCR9,YGR183C
NOP16,YER002W
ICT1,YLR099C
CHD1,YER164W
FBP26,YJL155C
SLU7,YDR088C
SRO9,YCL037C
PDH1,YPR002W
SSM4,YIL030C
POM152,YMR129W
VAN1,YML115C
YMR1,YJR110W
DPM1,YPR183W
MRL1,YPR079W
RGA1,YOR127W
EDC1,YGL222C
CDC4,YFL009W
IRC21,YMR073C
VPS29,YHR012W
VRG4,YGL225W
RCO1,YMR075W
ERG3,YLR056W
RSC2,YLR357W
MID2,YLR332W
FRK1,YPL141C
CSF1,YLR087C
CMC4,YMR194C-B
ERB1,YMR049C
POP8,YBL018C
PDP3,YLR455W
CYC3,YAL039C
RHO5,YNL180C
RPS23B,YPR132W
LAS21,YJL062W
GPD1,YDL022W
NUR1,YDL089W
RPS20,YHL015W
ERG26,YGL001C
EMI1,YDR512C
PMP1,YCR024C-A
COX11,YPL132W
MSH2,YOL090W
HSP30,YCR021C
ARO4,YBR249C
GCN4,YEL009C
SSN3,YPL042C
SNU23,YDL098C
NPR2,YEL062W
BUD17,YNR027W
PSY3,YLR376C
BOP2,YLR267W
PEX22,YAL055W
POA1,YBR022W
STB6,YKL072W
AMN1,YBR158W
KDX1,YKL161C
RAX2,YLR084C
RIT1,YMR283C
MDH2,YOL126C
GAT4,YIR013C
INP53,YOR109W
PXR1,YGR280C
SPT2,YER161C
NPT1,YOR209C
GLO2,YDR272W
URK1,YNR012W
SRB7,YDR308C
SPP41,YDR464W
SSH1,YBR283C
DBP9,YLR276C
RPL41B,YDL133C-A
GOT1,YMR292W
PRM5,YIL117C
ARP3,YJR065C
JJJ2,YJL162C
POL2,YNL262W
VPH2,YKL119C
GCS1,YDL226C
FIG4,YNL325C
CIT2,YCR005C
PCL10,YGL134W
MSS4,YDR208W
PAP2,YOL115W
DEG1,YFL001W
MDY2,YOL111C
RPT5,YOR117W
RPN11,YFR004W
VAC8,YEL013W
BCY1,YIL033C
INA1,YLR413W
TRM112,YNR046W
VIK1,YPL253C
APS1,YLR170C
NCE103,YNL036W
POP7,YBR167C
SSF1,YHR066W
NST1,YNL091W
YKU80,YMR106C
PFA5,YDR459C
CSM1,YCR086W
PGM1,YKL127W
ESL1,YIL151C
CLC1,YGR167W
PHB2,YGR231C
THI2,YBR240C
MTH1,YDR277C
FUI1,YBL042C
CHS6,YJL099W
GCD11,YER025W
CAB2,YIL083C
SMA2,YML066C
SQS1,YNL224C
CDS1,YBR029C
RRG1,YDR065W
SFM1,YOR021C
SOH1,YGL127C
CWC23,YGL128C
MSC7,YHR039C
SDC1,YDR469W
BET3,YKR068C
DHR2,YKL078W
HUR1,YGL168W
BAS1,YKR099W
DCR2,YLR361C
ALG8,YOR067C
GPP2,YER062C
NOP19,YGR251W
PHM7,YOL084W
PHB1,YGR132C
CBS1,YDL069C
GAL80,YML051W
GSH1,YJL101C
RPS29B,YDL061C
MDL1,YLR188W
RCL1,YOL010W
MIX23,YBL107C
ATX2,YOR079C
FOL3,YMR113W
PCL6,YER059W
CCA1,YER168C
TRS130,YMR218C
DAL4,YIR028W
DLT1,YMR126C
DMC1,YER179W
RER2,YBR002C
SLY41,YOR307C
VPS25,YJR102C
NSP1,YJL041W
COQ9,YLR201C
NAM9,YNL137C
IRC20,YLR247C
HSP78,YDR258C
GAA1,YLR088W
GDH3,YAL062W
PGC1,YPL206C
SSL2,YIL143C
EMW1,YNL313C
FAA1,YOR317W
XRS2,YDR369C
RFA1,YAR007C
MRS4,YKR052C
DIP5,YPL265W
FAA2,YER015W
GTO1,YGR154C
RAX1,YOR301W
PAN3,YKL025C
HSH155,YMR288W
ORC1,YML065W
FOX2,YKR009C
POL30,YBR088C
FAL1,YDR021W
PET100,YDR079W
PHO80,YOL001W
PAN1,YIR006C
FLO9,YAL063C
WRS1,YOL097C
SPT15,YER148W
PGM2,YMR105C
SEC9,YGR009C
RNT1,YMR239C
GPA1,YHR005C
FCY2,YER056C
RPO26,YPR187W
THI21,YPL258C
HRD1,YOL013C
AIR2,YDL175C
POG1,YIL122W
ROM2,YLR371W
SKS1,YPL026C
STE3,YKL178C
FOL2,YGR267C
PRP38,YGR075C
LDB16,YCL005W
COS10,YNR075W
SUT2,YPR009W
RPT6,YGL048C
HOP1,YIL072W
PAH1,YMR165C
RDS3,YPR094W
EMC6,YLL014W
TFB6,YOR352W
BRR2,YER172C
DUG2,YBR281C
SUA7,YPR086W
ORC2,YBR060C
HPF1,YOL155C
UBP11,YKR098C
TFC4,YGR047C
TRM10,YOL093W
TCM62,YBR044C
RPA34,YJL148W
SYF2,YGR129W
AAH1,YNL141W
YMR31,YFR049W
SDH5,YOL071W
PEP8,YJL053W
FRE4,YNR060W
MGA1,YGR249W
SUM1,YDR310C
INP51,YIL002C
UGX2,YDL169C
RPL40A,YIL148W
ISC10,YER180C
GRX2,YDR513W
MET13,YGL125W
SSO1,YPL232W
INA22,YIR024C
TAF8,YML114C
OST3,YOR085W
COX23,YHR116W
SAP1,YER047C
PCL2,YDL127W
PFY1,YOR122C
SSO2,YMR183C
RPL8A,YHL033C
RMI1,YPL024W
PLB3,YOL011W
ISU1,YPL135W
RAV2,YDR202C
FZF1,YGL254W
ECM29,YHL030W
HXT7,YDR342C
CPR8,YNR028W
ORC3,YLL004W
TUP1,YCR084C
MRC1,YCL061C
PEP1,YBL017C
YME2,YMR302C
TEC1,YBR083W
UBP6,YFR010W
NCE102,YPR149W
ALO1,YML086C
SLO1,YER180C-A
CCS1,YMR038C
PHO8,YDR481C
UBC8,YEL012W
UGA3,YDL170W
YOS9,YDR057W
INA17,YPL099C
CDC37,YDR168W
RIM2,YBR192W
NMA1,YLR328W
BDP1,YNL039W
SEC11,YIR022W
SOK1,YDR006C
AMF1,YOR378W
TIM11,YDR322C-A
YOX1,YML027W
GAL4,YPL248C
NPP1,YCR026C
PRO1,YDR300C
MRPL36,YBR122C
VMA16,YHR026W
RFC2,YJR068W
PUS1,YPL212C
URA4,YLR420W
CPR6,YLR216C
SMT3,YDR510W
ARG81,YML099C
CSM2,YIL132C
PTP2,YOR208W
YAP3,YHL009C
ALG12,YNR030W
MSB4,YOL112W
GYP5,YPL249C
AIM23,YJL131C
UBP12,YJL197W
RFU1,YLR073C
ALG7,YBR243C
RPL21B,YPL079W
SKP1,YDR328C
CRD1,YDL142C
ALF1,YNL148C
DAD2,YKR083C
MGM101,YJR144W
LOA1,YPR139C
RPL4A,YBR031W
RAD28,YDR030C
ITT1,YML068W
RTC1,YOL138C
UBA4,YHR111W
PMT3,YOR321W
VPS64,YDR200C
NSE5,YML023C
FRE5,YOR384W
TRP5,YGL026C
NUP49,YGL172W
GIC2,YDR309C
SOP4,YJL192C
SIP3,YNL257C
FMP10,YER182W
NAS2,YIL007C
SEG2,YKL105C
NVJ2,YPR091C
SND2,YLR065C
CEP3,YMR168C
MLF3,YNL074C
MNT2,YGL257C
CTF8,YHR191C
SCM3,YDL139C
TRP2,YER090W
MRK1,YDL079C
FYV10,YIL097W
NEO1,YIL048W
NFI1,YOR156C
CDC53,YDL132W
ILV6,YCL009C
GLN3,YER040W
GLC7,YER133W
STV1,YMR054W
SPG3,YDR504C
SLI1,YGR212W
RAD18,YCR066W
IFH1,YLR223C
ARN1,YHL040C
PEA2,YER149C
PRP9,YDL030W
SDH1,YKL148C
HAS1,YMR290C
RPS11A,YDR025W
CDA2,YLR308W
MNT4,YNR059W
UTP4,YDR324C
TRM1,YDR120C
PRP16,YKR086W
TOS1,YBR162C
SEN2,YLR105C
AAT2,YLR027C
ASN2,YGR124W
IPP1,YBR011C
AIM46,YHR199C
GLK1,YCL040W
MCM3,YEL032W
FMC1,YIL098C
MAL13,YGR288W
BDF1,YLR399C
MRPS28,YDR337W
FAS1,YKL182W
GAT2,YMR136W
LGE1,YPL055C
MRS2,YOR334W
JHD2,YJR119C
ASK10,YGR097W
URA2,YJL130C
LSO2,YGR169C-A
